208;Inferno Heavy Missile;385;0.03;3000.0
209;Scourge Heavy Missile;385;0.03;2500.0
210;Scourge Light Missile;384;0.015;500.0
211;Inferno Light Missile;384;0.015;624.0
212;Mjolnir Light Missile;384;0.015;750.0
213;Nova Light Missile;384;0.015;370.0
215;Iron Charge S;85;0.0025;200.0
216;Tungsten Charge S;85;0.0025;300.0
217;Iridium Charge S;85;0.0025;400.0
218;Lead Charge S;85;0.0025;500.0
219;Thorium Charge S;85;0.0025;600.0
220;Uranium Charge S;85;0.0025;700.0
221;Plutonium Charge S;85;0.0025;800.0
222;Antimatter Charge S;85;0.0025;1000.0
223;Iron Charge M;85;0.0125;800.0
224;Tungsten Charge M;85;0.0125;1100.0
225;Iridium Charge M;85;0.0125;1500.0
226;Lead Charge M;85;0.0125;1750.0
227;Thorium Charge M;85;0.0125;2250.0
228;Uranium Charge M;85;0.0125;2750.0
229;Plutonium Charge M;85;0.0125;3250.0
230;Antimatter Charge M;85;0.0125;4000.0
231;Iron Charge L;85;0.025;2000.0
232;Tungsten Charge L;85;0.025;3000.0
233;Iridium Charge L;85;0.025;4000.0
234;Lead Charge L;85;0.025;5000.0
235;Thorium Charge L;85;0.025;6000.0
236;Uranium Charge L;85;0.025;7000.0
237;Plutonium Charge L;85;0.025;8000.0
238;Antimatter Charge L;85;0.025;10000.0
239;Radio S;86;1.0;null
240;Microwave S;86;1.0;null
241;Infrared S;86;1.0;null
242;Standard S;86;1.0;null
243;Ultraviolet S;86;1.0;null
244;Xray S;86;1.0;null
245;Gamma S;86;1.0;null
246;Multifrequency S;86;1.0;null
247;Radio M;86;1.0;null
248;Microwave M;86;1.0;null
249;Infrared M;86;1.0;null
250;Standard M;86;1.0;null
251;Ultraviolet M;86;1.0;null
252;Xray M;86;1.0;null
253;Gamma M;86;1.0;null
254;Multifrequency M;86;1.0;null
255;Radio L;86;1.0;null
256;Microwave L;86;1.0;null
257;Infrared L;86;1.0;null
258;Standard L;86;1.0;null
259;Ultraviolet L;86;1.0;null
260;Xray L;86;1.0;null
261;Gamma L;86;1.0;null
262;Multifrequency L;86;1.0;null
263;Cap Booster 25;87;1.0;1000.0
264;Cap Booster 50;87;2.0;2500.0
265;Heavy Defender Missile I;1158;0.03;null
266;Scourge Rocket;387;0.005;240.0
267;Scourge Torpedo;89;0.05;30000
269;Mjolnir Auto-Targeting Light Missile I;394;0.015;750.0
270;Python Mine;92;0.15;null
377;Small Shield Extender I;38;5.0;null
380;Small Shield Extender II;38;5.0;null
393;Shield Recharger I;39;5.0;null
394;Shield Recharger II;39;5.0;null
399;Small Shield Booster I;40;5.0;null
400;Small Shield Booster II;40;5.0;null
405;'Micro' Remote Shield Booster;41;2.5;1998
406;Micro Remote Shield Booster II;41;2.5;35736
421;'Basic' Capacitor Recharger;43;5.0;null
434;5MN Microwarpdrive I;46;10;31636
438;1MN Afterburner II;46;5;40566
439;1MN Afterburner I;46;5;6450
440;5MN Microwarpdrive II;46;10;134084
442;Cargo Scanner I;47;5.0;null
443;Ship Scanner I;48;5.0;null
444;Survey Scanner I;49;5.0;null
447;Warp Scrambler I;52;5.0;null
448;Warp Scrambler II;52;5.0;null
450;Gatling Pulse Laser I;53;5.0;null
451;Dual Light Pulse Laser I;53;5.0;null
452;Dual Light Beam Laser I;53;5.0;null
453;Small Focused Pulse Laser I;53;5.0;null
454;Small Focused Beam Laser I;53;5.0;null
455;Quad Light Beam Laser I;53;10.0;null
456;Focused Medium Pulse Laser I;53;10.0;null
457;Focused Medium Beam Laser I;53;10.0;null
458;Heavy Pulse Laser I;53;25.0;null
459;Heavy Beam Laser I;53;25.0;null
460;Dual Heavy Pulse Laser I;53;20.0;null
461;Dual Heavy Beam Laser I;53;50.0;null
462;Mega Pulse Laser I;53;50.0;null
463;Mega Beam Laser I;53;50.0;null
464;Tachyon Beam Laser I;53;50.0;null
482;Miner II;54;5.0;null
483;Miner I;54;5.0;null
484;125mm Gatling AutoCannon I;55;5.0;2000.0
485;150mm Light AutoCannon I;55;5.0;6000.0
486;200mm AutoCannon I;55;5.0;9000.0
487;250mm Light Artillery Cannon I;55;5.0;12000.0
488;280mm Howitzer Artillery I;55;5.0;15000.0
489;Dual 180mm AutoCannon I;55;10;20000
490;220mm Vulcan AutoCannon I;55;10.0;60000.0
491;425mm AutoCannon I;55;10.0;90000.0
492;650mm Artillery Cannon I;55;25.0;120000.0
493;720mm Howitzer Artillery I;55;25.0;150000.0
494;Dual 425mm AutoCannon I;55;20.0;200000.0
495;Dual 650mm Repeating Cannon I;55;50.0;600000.0
496;800mm Repeating Cannon I;55;25.0;900000.0
497;1200mm Artillery Cannon I;55;50.0;1200000.0
498;1400mm Howitzer Artillery I;55;50.0;1500000.0
499;Light Missile Launcher I;509;5.0;6000.0
501;Heavy Missile Launcher I;510;10.0;30000.0
503;Torpedo Launcher I;508;20.0;99996.0
506;'Basic' Capacitor Power Relay;767;5.0;null
508;'Basic' Shield Flux Coil;770;5;null
509;'Basic' Capacitor Flux Coil;768;5.0;null
518;'Basic' Gyrostabilizer;59;5;null
519;Gyrostabilizer II;59;5.0;null
520;Gyrostabilizer I;59;5.0;null
521;'Basic' Damage Control;60;5;null
522;'Micro' Cap Battery;61;2.5;null
523;Small Armor Repairer I;62;5.0;null
524;Small Hull Repairer I;63;12.5;null
526;Stasis Webifier I;65;5.0;null
527;Stasis Webifier II;65;5.0;null
529;Small Remote Capacitor Transmitter I;67;25.0;30000.0
530;Small Energy Nosferatu I;68;5;null
533;Small Energy Neutralizer I;71;5.0;null
561;75mm Gatling Rail I;74;5.0;2000.0
562;Light Electron Blaster I;74;5.0;6000.0
563;Light Ion Blaster I;74;5.0;9000.0
564;Light Neutron Blaster I;74;5.0;12000.0
565;150mm Railgun I;74;5.0;15000.0
566;Heavy Electron Blaster I;74;10.0;60000.0
567;Dual 150mm Railgun I;74;10.0;20000.0
568;Heavy Neutron Blaster I;74;25.0;120000.0
569;Heavy Ion Blaster I;74;10.0;90000.0
570;250mm Railgun I;74;25.0;150000.0
571;Electron Blaster Cannon I;74;50.0;600000.0
572;Dual 250mm Railgun I;74;20.0;200000.0
573;Neutron Blaster Cannon I;74;50.0;1200000.0
574;425mm Railgun I;74;50.0;1500000.0
575;Ion Blaster Cannon I;74;50.0;900000.0
577;Medium Capacitor Booster I;76;10.0;28124.0
578;Adaptive Invulnerability Field I;77;20.0;75000.0
580;Burst Jammer I;80;5;null
581;Passive Targeter I;82;25.0;null
582;Bantam;25;20000.0;null
583;Condor;25;18000.0;null
584;Griffin;25;19400.0;null
585;Slasher;25;17400.0;null
586;Probe;25;19500.0;null
587;Rifter;25;27289.0;null
588;Reaper;237;15800;null
589;Executioner;25;28100.0;null
590;Inquisitor;25;28700.0;null
591;Tormentor;25;24398.0;null
592;Navitas;25;10000.0;null
593;Tristan;25;26500.0;null
594;Incursus;25;29500.0;null
595;Gallente Police Ship;25;20400.0;null
596;Impairor;237;28100;null
597;Punisher;25;28600.0;null
598;Breacher;25;20000.0;null
599;Burst;25;17100.0;null
600;Minmatar Peacekeeper Ship;25;12000.0;null
601;Ibis;237;15000;null
602;Kestrel;25;19700.0;null
603;Merlin;25;16500.0;null
605;Heron;25;18900.0;null
606;Velator;237;24500;null
607;Imicus;25;21500.0;null
608;Atron;25;22500.0;null
609;Maulus;25;23000.0;null
613;Devourer;25;19100.0;null
614;Fury;25;26000;null
615;Immolator;237;17400.0;null
616;Medusa;25;17500;null
617;Echo;237;17660.0;null
618;Lynx;25;22500;null
619;Swordspine;25;21120;null
620;Osprey;26;107000.0;null
621;Caracal;26;92000.0;null
622;Stabber;26;80000.0;null
623;Moa;26;101000.0;null
624;Maller;26;118000.0;null
625;Augoror;26;115000.0;null
626;Vexor;26;115000.0;null
627;Thorax;26;112000.0;null
628;Arbitrator;26;120000.0;null
629;Rupture;26;96000.0;null
630;Bellicose;26;85000.0;null
631;Scythe;26;89000.0;null
632;Blackbird;26;96000.0;null
633;Celestis;26;116000.0;null
634;Exequror;26;113000.0;null
635;Opux Luxury Yacht;26;115000.0;null
638;Raven;27;486000.0;108750000.0
639;Tempest;27;450000.0;103750000.0
640;Scorpion;27;468000.0;71250000.0
641;Megathron;27;486000.0;105000000.0
642;Apocalypse;27;495000.0;112500000.0
643;Armageddon;27;486000.0;66250000.0
644;Typhoon;27;414000.0;75000000.0
645;Dominix;27;454500.0;62500000.0
648;Badger;28;250000;null
649;Tayra;28;270000.0;null
650;Nereus;28;240000.0;null
651;Hoarder;28;400000.0;null
652;Mammoth;28;255000.0;null
653;Wreathe;28;225000.0;null
654;Kryos;28;245000.0;null
655;Epithal;28;250000.0;null
656;Miasmos;28;265000.0;null
657;Iteron Mark V;28;275000.0;null
670;Capsule;29;1000.0;null
671;Erebus;30;145500000;50699805800
672;Caldari Shuttle;31;5000.0;7500.0
681;Clone Grade Beta Blueprint;104;0.01;9999999.0
682;Clone Grade Gamma Blueprint;104;0.01;9999999.0
683;Bantam Blueprint;105;0.01;2550000.0
684;Condor Blueprint;105;0.01;2150000.0
685;Griffin Blueprint;105;0.01;2350000.0
686;Osprey Blueprint;106;0.01;80500000.0
687;Caracal Blueprint;106;0.01;82500000.0
688;Raven Blueprint;107;0.01;1135000000.0
689;Slasher Blueprint;105;0.01;2100000.0
690;Probe Blueprint;105;0.01;2700000.0
691;Rifter Blueprint;105;0.01;2800000.0
692;Stabber Blueprint;106;0.01;82000000.0
693;Tempest Blueprint;107;0.01;1055000000.0
784;Miner II Blueprint;134;0.01;463600.0
785;Miner I Blueprint;134;0.01;92720.0
786;Light Missile Launcher I Blueprint;136;0.01;60000.0
788;Heavy Missile Launcher I Blueprint;136;0.01;300000.0
790;Torpedo Launcher I Blueprint;136;0.01;999960.0
803;Mjolnir Cruise Missile Blueprint;166;0.01;5000000.0
804;Scourge Cruise Missile Blueprint;166;0.01;3000000.0
805;Inferno Cruise Missile Blueprint;166;0.01;4000000.0
806;Nova Cruise Missile Blueprint;166;0.01;2500000.0
807;Nova Heavy Missile Blueprint;166;0.01;700000.0
808;Mjolnir Heavy Missile Blueprint;166;0.01;900000.0
809;Inferno Heavy Missile Blueprint;166;0.01;800000.0
810;Scourge Heavy Missile Blueprint;166;0.01;750000.0
811;Scourge Light Missile Blueprint;166;0.01;150000.0
812;Inferno Light Missile Blueprint;166;0.01;160000.0
813;Mjolnir Light Missile Blueprint;166;0.01;180000.0
814;Nova Light Missile Blueprint;166;0.01;140000.0
819;125mm Gatling AutoCannon I Blueprint;135;0.01;20000.0
820;150mm Light AutoCannon I Blueprint;135;0.01;60000.0
821;200mm AutoCannon I Blueprint;135;0.01;90000.0
822;250mm Light Artillery Cannon I Blueprint;135;0.01;120000.0
823;280mm Howitzer Artillery I Blueprint;135;0.01;150000.0
824;Dual 180mm AutoCannon I Blueprint;135;0.01;200000.0
825;220mm Vulcan AutoCannon I Blueprint;135;0.01;600000.0
826;425mm AutoCannon I Blueprint;135;0.01;900000.0
827;650mm Artillery Cannon I Blueprint;135;0.01;1200000.0
828;720mm Howitzer Artillery I Blueprint;135;0.01;1500000.0
829;Dual 425mm AutoCannon I Blueprint;135;0.01;2000000.0
830;Dual 650mm Repeating Cannon I Blueprint;135;0.01;6000000.0
831;800mm Repeating Cannon I Blueprint;135;0.01;9000000.0
832;1200mm Artillery Cannon I Blueprint;135;0.01;12000000.0
833;1400mm Howitzer Artillery I Blueprint;135;0.01;15000000.0
834;Gatling Pulse Laser I Blueprint;133;0.01;20000.0
835;Dual Light Pulse Laser I Blueprint;133;0.01;60000.0
836;Dual Light Beam Laser I Blueprint;133;0.01;90000.0
837;Small Focused Pulse Laser I Blueprint;133;0.01;120000.0
838;Small Focused Beam Laser I Blueprint;133;0.01;150000.0
839;Quad Light Beam Laser I Blueprint;133;0.01;185280.0
840;Focused Medium Pulse Laser I Blueprint;133;0.01;600000.0
841;Focused Medium Beam Laser I Blueprint;133;0.01;900000.0
842;Heavy Pulse Laser I Blueprint;133;0.01;1200000.0
843;Heavy Beam Laser I Blueprint;133;0.01;1500000.0
844;Dual Heavy Pulse Laser I Blueprint;133;0.01;2000000.0
845;Dual Heavy Beam Laser I Blueprint;133;0.01;6000000.0
846;Mega Pulse Laser I Blueprint;133;0.01;9000000.0
847;Mega Beam Laser I Blueprint;133;0.01;12000000.0
848;Tachyon Beam Laser I Blueprint;133;0.01;15000000.0
879;Carbonized Lead S Blueprint;165;0.01;20000.0
880;Nuclear S Blueprint;165;0.01;30000.0
881;Proton S Blueprint;165;0.01;40000.0
882;Depleted Uranium S Blueprint;165;0.01;50000.0
883;Titanium Sabot S Blueprint;165;0.01;60000.0
884;Fusion S Blueprint;165;0.01;70000.0
885;Phased Plasma S Blueprint;165;0.01;80000.0
886;EMP S Blueprint;165;0.01;100000.0
887;Carbonized Lead M Blueprint;165;0.01;80000.0
888;Nuclear M Blueprint;165;0.01;120000.0
889;Proton M Blueprint;165;0.01;165000.0
890;Depleted Uranium M Blueprint;165;0.01;205000.0
891;Titanium Sabot M Blueprint;165;0.01;235000.0
892;Fusion M Blueprint;165;0.01;275000.0
893;Phased Plasma M Blueprint;165;0.01;325000.0
894;EMP M Blueprint;165;0.01;400000.0
895;Carbonized Lead L Blueprint;165;0.01;200000.0
896;Nuclear L Blueprint;165;0.01;300000.0
897;Proton L Blueprint;165;0.01;400000.0
898;Depleted Uranium L Blueprint;165;0.01;500000.0
899;Titanium Sabot L Blueprint;165;0.01;600000.0
900;Fusion L Blueprint;165;0.01;700000.0
901;Phased Plasma L Blueprint;165;0.01;800000.0
902;EMP L Blueprint;165;0.01;1000000.0
935;Reaper Blueprint;105;0.01;9999999.0
936;Executioner Blueprint;105;0.01;2175000.0
937;Inquisitor Blueprint;105;0.01;2575000.0
938;Tormentor Blueprint;105;0.01;2875000.0
939;Navitas Blueprint;105;0.01;2525000.0
940;Tristan Blueprint;105;0.01;2825000.0
941;Incursus Blueprint;105;0.01;2825000.0
943;Impairor Blueprint;105;0.01;9999999.0
944;Punisher Blueprint;105;0.01;2875000.0
945;Breacher Blueprint;105;0.01;2800000.0
946;Burst Blueprint;105;0.01;2500000.0
947;Minmatar Peacekeeper Ship Blueprint;105;0.01;9999999.0
948;Ibis Blueprint;105;0.01;9999999.0
949;Kestrel Blueprint;105;0.01;2850000.0
950;Merlin Blueprint;105;0.01;2850000.0
952;Heron Blueprint;105;0.01;2750000.0
953;Velator Blueprint;105;0.01;9999999.0
954;Imicus Blueprint;105;0.01;2725000.0
955;Atron Blueprint;105;0.01;2125000.0
956;Maulus Blueprint;105;0.01;2325000.0
960;Devourer Blueprint;105;0.01;9999999.0
961;Fury Blueprint;105;0.01;9999999.0
962;Immolator Blueprint;105;0.01;9999999.0
963;Medusa Blueprint;105;0.01;9999999.0
964;Echo Blueprint;105;0.01;9999999.0
965;Lynx Blueprint;105;0.01;9999999.0
966;Swordspine Blueprint;105;0.01;9999999.0
967;Caldari Shuttle Blueprint;111;0.01;50000.0
968;Moa Blueprint;106;0.01;83500000.0
969;Maller Blueprint;106;0.01;83750000.0
970;Augoror Blueprint;106;0.01;80750000.0
971;Vexor Blueprint;106;0.01;83250000.0
972;Thorax Blueprint;106;0.01;82250000.0
973;Arbitrator Blueprint;106;0.01;81750000.0
974;Rupture Blueprint;106;0.01;83000000.0
975;Bellicose Blueprint;106;0.01;81000000.0
976;Scythe Blueprint;106;0.01;80000000.0
977;Blackbird Blueprint;106;0.01;81500000.0
978;Celestis Blueprint;106;0.01;81250000.0
979;Exequror Blueprint;106;0.01;80250000.0
983;Badger Blueprint;108;0.01;3487500.0
984;Tayra Blueprint;108;0.01;7425000.0
985;Nereus Blueprint;108;0.01;3100000.0
986;Hoarder Blueprint;108;0.01;4525000.0
987;Mammoth Blueprint;108;0.01;9375000.0
988;Wreathe Blueprint;108;0.01;3225000.0
989;Kryos Blueprint;108;0.01;3425000.0
990;Epithal Blueprint;108;0.01;6000000.0
991;Miasmos Blueprint;108;0.01;4287500.0
992;Iteron Mark V Blueprint;108;0.01;11250000.0
994;Scorpion Blueprint;107;0.01;1075000000.0
995;Megathron Blueprint;107;0.01;1250000000.0
996;Apocalypse Blueprint;107;0.01;1265000000.0
997;Armageddon Blueprint;107;0.01;1565000000.0
998;Typhoon Blueprint;107;0.01;975000000.0
999;Dominix Blueprint;107;0.01;1660000000.0
1002;Erebus Blueprint;110;0.01;72500000000.0
1010;Small Shield Extender I Blueprint;118;0.01;49920.0
1013;Small Shield Extender II Blueprint;118;0.01;9999999.0
1026;Shield Recharger I Blueprint;119;0.01;87360.0
1027;Shield Recharger II Blueprint;119;0.01;9999999.0
1032;Small Shield Booster I Blueprint;120;0.01;91160.0
1033;Small Shield Booster II Blueprint;120;0.01;9999999.0
1067;5MN Microwarpdrive I Blueprint;126;0.01;316360.0
1071;1MN Afterburner II Blueprint;126;0.01;9999999.0
1072;1MN Afterburner I Blueprint;126;0.01;64500.0
1073;5MN Microwarpdrive II Blueprint;126;0.01;9999999.0
1074;Cargo Scanner I Blueprint;127;0.01;15000.0
1075;Ship Scanner I Blueprint;128;0.01;19840.0
1076;Survey Scanner I Blueprint;129;0.01;20000.0
1079;Warp Scrambler I Blueprint;132;0.01;394240.0
1080;Warp Scrambler II Blueprint;132;0.01;9999999.0
1095;Gyrostabilizer II Blueprint;139;0.01;9999999.0
1096;Gyrostabilizer I Blueprint;139;0.01;243200.0
1099;Small Armor Repairer I Blueprint;142;0.01;200000.0
1100;Small Hull Repairer I Blueprint;143;0.01;499980.0
1102;Stasis Webifier I Blueprint;145;0.01;224880.0
1103;Stasis Webifier II Blueprint;145;0.01;9999999.0
1105;Small Remote Capacitor Transmitter I Blueprint;147;0.01;125000.0
1106;Small Energy Nosferatu I Blueprint;148;0.01;395040
1109;Small Energy Neutralizer I Blueprint;151;0.01;199680.0
1112;75mm Gatling Rail I Blueprint;154;0.01;20000.0
1113;Light Electron Blaster I Blueprint;154;0.01;60000.0
1114;Light Ion Blaster I Blueprint;154;0.01;90000.0
1115;Light Neutron Blaster I Blueprint;154;0.01;120000.0
1116;150mm Railgun I Blueprint;154;0.01;150000.0
1117;Heavy Electron Blaster I Blueprint;154;0.01;600000.0
1118;Dual 150mm Railgun I Blueprint;154;0.01;200000.0
1119;Heavy Neutron Blaster I Blueprint;154;0.01;1200000.0
1120;Heavy Ion Blaster I Blueprint;154;0.01;900000.0
1121;250mm Railgun I Blueprint;154;0.01;1500000.0
1122;Electron Blaster Cannon I Blueprint;154;0.01;6000000.0
1123;Dual 250mm Railgun I Blueprint;154;0.01;2000000.0
1124;Neutron Blaster Cannon I Blueprint;154;0.01;12000000.0
1125;425mm Railgun I Blueprint;154;0.01;15000000.0
1126;Ion Blaster Cannon I Blueprint;154;0.01;9000000.0
1128;Medium Capacitor Booster I Blueprint;156;0.01;281240.0
1129;Adaptive Invulnerability Field I Blueprint;157;0.01;750000.0
1130;Iron Charge S Blueprint;167;0.01;20000.0
1131;Tungsten Charge S Blueprint;167;0.01;30000.0
1132;Iridium Charge S Blueprint;167;0.01;40000.0
1133;Lead Charge S Blueprint;167;0.01;50000.0
1134;Thorium Charge S Blueprint;167;0.01;60000.0
1135;Uranium Charge S Blueprint;167;0.01;70000.0
1136;Plutonium Charge S Blueprint;167;0.01;80000.0
1137;Antimatter Charge S Blueprint;167;0.01;100000.0
1138;Iron Charge M Blueprint;167;0.01;80000.0
1139;Tungsten Charge M Blueprint;167;0.01;110000.0
1140;Iridium Charge M Blueprint;167;0.01;150000.0
1141;Lead Charge M Blueprint;167;0.01;175000.0
1142;Thorium Charge M Blueprint;167;0.01;225000.0
1143;Uranium Charge M Blueprint;167;0.01;275000.0
1144;Plutonium Charge M Blueprint;167;0.01;325000.0
1145;Antimatter Charge M Blueprint;167;0.01;400000.0
1146;Iron Charge L Blueprint;167;0.01;200000.0
1147;Tungsten Charge L Blueprint;167;0.01;300000.0
1148;Iridium Charge L Blueprint;167;0.01;400000.0
1149;Lead Charge L Blueprint;167;0.01;500000.0
1150;Thorium Charge L Blueprint;167;0.01;600000.0
1151;Uranium Charge L Blueprint;167;0.01;700000.0
1152;Plutonium Charge L Blueprint;167;0.01;800000.0
1153;Antimatter Charge L Blueprint;167;0.01;1000000.0
1154;Radio S Blueprint;168;0.01;30000.0
1155;Microwave S Blueprint;168;0.01;20000.0
1156;Infrared S Blueprint;168;0.01;10000.0
1157;Standard S Blueprint;168;0.01;12500.0
1158;Ultraviolet S Blueprint;168;0.01;15000.0
1159;Xray S Blueprint;168;0.01;25000.0
1160;Gamma S Blueprint;168;0.01;35000.0
1161;Multifrequency S Blueprint;168;0.01;40000.0
1162;Radio M Blueprint;168;0.01;300000.0
1163;Microwave M Blueprint;168;0.01;200000.0
1164;Infrared M Blueprint;168;0.01;100000.0
1165;Standard M Blueprint;168;0.01;125000.0
1166;Ultraviolet M Blueprint;168;0.01;150000.0
1167;Xray M Blueprint;168;0.01;250000.0
1168;Gamma M Blueprint;168;0.01;350000.0
1169;Multifrequency M Blueprint;168;0.01;400000.0
1170;Radio L Blueprint;168;0.01;3000000.0
1171;Microwave L Blueprint;168;0.01;2000000.0
1172;Infrared L Blueprint;168;0.01;1000000.0
1173;Standard L Blueprint;168;0.01;1250000.0
1174;Ultraviolet L Blueprint;168;0.01;1500000.0
1175;Xray L Blueprint;168;0.01;2500000.0
1176;Gamma L Blueprint;168;0.01;3500000.0
1177;Multifrequency L Blueprint;168;0.01;4000000.0
1178;Cap Booster 25 Blueprint;169;0.01;100000.0
1179;Cap Booster 50 Blueprint;169;0.01;250000.0
1182;Auto Targeting System I;96;5.0;null
1183;Small Armor Repairer II;62;5.0;null
1184;Small Armor Repairer II Blueprint;142;0.01;9999999.0
1185;Small Cap Battery I;61;5;null
1186;Small Cap Battery I Blueprint;141;0.01;100000
1190;Small Remote Capacitor Transmitter II;67;5.0;140108.0
1191;Small Remote Capacitor Transmitter II Blueprint;147;0.01;9999999.0
1192;'Basic' Overdrive Injector System;764;5.0;null
1193;Basic EM Plating;98;5.0;null
1194;Amarr Sentry Gun;99;1000.0;null
1195;Cap Recharger I;43;5.0;null
1196;Cap Recharger I Blueprint;123;0.01;237500.0
1197;EM Plating I;98;5.0;null
1198;EM Plating II;98;5.0;null
1201;Wasp I;100;25.0;50000.0
1202;Civilian Mining Drone;101;5.0;null
1204;EM Plating I Blueprint;163;0.01;49740.0
1205;EM Plating II Blueprint;163;0.01;9999999.0
1208;Auto Targeting System I Blueprint;162;0.01;29440.0
1210;Burst Jammer I Blueprint;160;0.01;416640
1212;Passive Targeter I Blueprint;161;0.01;250000.0
1214;Wasp I Blueprint;176;0.01;5000000.0
1215;Heavy Defender Missile I Blueprint;170;0.01;150000
1216;Mjolnir Auto-Targeting Light Missile I Blueprint;166;0.01;180000.0
1217;Python Mine Blueprint;174;0.01;136400.0
1218;Civilian Mining Drone Blueprint;177;0.01;1498600.0
1220;Scourge Rocket Blueprint;166;0.01;45000.0
1221;Scourge Torpedo Blueprint;166;0.01;9000000.0
1223;Bistot;451;16.0;2092368.0
1224;Pyroxeres;459;0.3;11632.0
1225;Crokite;452;16.0;1527958.0
1226;Jaspet;456;2.0;168158.0
1227;Omber;469;0.6;40894.0
1228;Scordite;460;0.15;4994.0
1229;Gneiss;467;5.0;399926.0
1230;Veldspar;462;0.1;2000.0
1231;Hemorphite;455;3.0;301992.0
1232;Dark Ochre;453;8.0;768500.0
1233;Polaris Enigma Frigate;237;20400.0;null
1236;Overdrive Injector System II;764;5.0;null
1237;Overdrive Injector System II Blueprint;158;0.01;9999999.0
1240;'Basic' Reinforced Bulkheads;78;5.0;null
1242;'Basic' Nanofiber Internal Structure;763;5.0;null
1244;Overdrive Injector System I;764;5.0;null
1245;Overdrive Injector System I Blueprint;158;0.01;249980.0
1246;Capacitor Flux Coil I;768;5.0;null
1247;Capacitor Flux Coil I Blueprint;137;0.01;41600.0
1248;Capacitor Flux Coil II;768;5.0;null
1249;Capacitor Flux Coil II Blueprint;137;0.01;9999999.0
1254;Shield Flux Coil I;770;5.0;null
1255;Shield Flux Coil I Blueprint;137;0.01;41600.0
1256;Shield Flux Coil II;770;5.0;null
1257;Shield Flux Coil II Blueprint;137;0.01;9999999.0
1262;Basic Explosive Plating;98;5.0;null
1264;Explosive Plating I;98;5.0;null
1265;Explosive Plating I Blueprint;163;0.01;49740.0
1266;Explosive Plating II;98;5.0;null
1267;Explosive Plating II Blueprint;163;0.01;179200.0
